lap,sector,cp,player_index,time
3,4,74,8,0.4044
3,4,74,9,0.4859
3,4,74,10,0.4872
3,4,74,11,0.5164
3,4,74,12,0.5037
3,4,74,13,0.4917
3,4,74,14,0.4966
3,4,74,15,0.4821
3,4,74,16,0.4525
3,4,75,0,0.8303
3,4,75,1,0.8421
3,4,75,2,0.7995
3,4,75,3,0.7008
3,4,75,4,0.6875
3,4,75,5,0.6765
3,4,75,6,0.6761
3,4,75,7,0.7031
3,4,75,8,0.6817
3,4,75,9,0.7004
3,4,75,10,0.6549
3,4,75,11,0.8075
3,4,75,12,0.7716
3,4,75,13,0.7083
3,4,75,14,0.674
3,4,75,15,0.7268
3,4,75,16,0.7787
3,4,76,0,0.4033
3,4,76,1,0.38
3,4,76,2,0.4093
3,4,76,3,0.318
3,4,76,4,0.3295
3,4,76,5,0.3145
3,4,76,6,0.4371
3,4,76,7,0.3326
3,4,76,8,0.4024
3,4,76,9,0.3227
3,4,76,10,0.3403
3,4,76,11,0.3566
3,4,76,12,0.3283
3,4,76,13,0.3268
3,4,76,14,0.2931
3,4,76,15,0.356
3,4,76,16,0.3448
3,4,77,0,0.8566
3,4,77,1,0.798
3,4,77,2,0.8225
3,4,77,3,0.7352
3,4,77,4,0.759
3,4,77,5,0.7776
3,4,77,6,1.0297
3,4,77,7,0.7628
3,4,77,8,0.9303
3,4,77,9,0.7543
3,4,77,10,0.8264
3,4,77,11,0.735
3,4,77,12,0.7284
3,4,77,13,0.7514
3,4,77,14,0.7675
3,4,77,15,0.7553
3,4,77,16,0.7981
3,4,78,0,0.6004
3,4,78,1,0.6044
3,4,78,2,0.6712
3,4,78,3,0.5996
3,4,78,4,0.593
3,4,78,5,0.5961
3,4,78,6,0.6304
3,4,78,7,0.6008
3,4,78,8,0.633
3,4,78,9,0.5824
3,4,78,10,0.6067
3,4,78,11,0.601
3,4,78,12,0.5892
3,4,78,13,0.5902
3,4,78,14,0.6254
3,4,78,15,0.5963
3,4,78,16,0.5968
3,4,79,0,1.3174
3,4,79,1,1.3101
3,4,79,2,1.3989
3,4,79,3,1.3087
3,4,79,4,1.2983
3,4,79,5,1.5232
3,4,79,6,1.3608
3,4,79,7,1.3027
3,4,79,8,1.354
3,4,79,9,1.3329
3,4,79,10,1.3105
3,4,79,11,1.2855
3,4,79,12,1.2869
3,4,79,13,1.294
3,4,79,14,1.3941
3,4,79,15,1.275
3,4,79,16,1.3243
3,4,80,0,1.054
3,4,80,1,1.036
3,4,80,2,1.0901
3,4,80,3,1.0506
3,4,80,4,1.0291
3,4,80,5,1.1968
3,4,80,6,1.069
3,4,80,7,1.0406
3,4,80,8,1.0686
3,4,80,9,1.0463
3,4,80,10,1.025
3,4,80,11,1.006
3,4,80,12,1.0201
3,4,80,13,1.0318
3,4,80,14,1.0895
3,4,80,15,1.0146
3,4,80,16,1.031
3,4,81,0,0.7431
3,4,81,1,0.7334
3,4,81,2,0.7614
3,4,81,3,0.7409
3,4,81,4,0.7229
3,4,81,5,0.8055
3,4,81,6,0.7444
3,4,81,7,0.7315
3,4,81,8,0.7444
3,4,81,9,0.7354
3,4,81,10,0.7195
3,4,81,11,0.7147
3,4,81,12,0.7191
3,4,81,13,0.7263
3,4,81,14,0.7618
3,4,81,15,0.7125
3,4,81,16,0.7292
3,4,82,0,0.6928
3,4,82,1,0.6751
3,4,82,2,0.6978
3,4,82,3,0.691
3,4,82,4,0.6655
3,4,82,5,0.7265
3,4,82,6,0.6919
3,4,82,7,0.6796
3,4,82,8,0.6924
3,4,82,9,0.6813
3,4,82,10,0.6644
3,4,82,11,0.6587
3,4,82,12,0.6626
3,4,82,13,0.6707
3,4,82,14,0.7063
3,4,82,15,0.6638
3,4,82,16,0.6696
3,4,83,0,1.0953
3,4,83,1,1.0696
3,4,83,2,1.0975
3,4,83,3,1.0885
3,4,83,4,1.0492
3,4,83,5,1.1254
3,4,83,6,1.0806
3,4,83,7,1.069
3,4,83,8,1.0826
3,4,83,9,1.0715
3,4,83,10,1.0499
3,4,83,11,1.0452
3,4,83,12,1.0489
3,4,83,13,1.0596
3,4,83,14,1.1075
3,4,83,15,1.0438
3,4,83,16,1.0587
3,4,84,0,0.7364
3,4,84,1,0.7207
3,4,84,2,0.7411
3,4,84,3,0.7394
3,4,84,4,0.7065
3,4,84,5,0.7453
3,4,84,6,0.7375
3,4,84,7,0.7242
3,4,84,8,0.7336
3,4,84,9,0.7263
3,4,84,10,0.7095
3,4,84,11,0.7055
3,4,84,12,0.7157
3,4,84,13,0.715
3,4,84,14,0.7517
3,4,84,15,0.7106
3,4,84,16,0.7094
3,4,85,0,0.6015
3,4,85,1,0.5944
3,4,85,2,0.6089
3,4,85,3,0.6071
3,4,85,4,0.5802
3,4,85,5,0.6086
3,4,85,6,0.6012
3,4,85,7,0.5946
3,4,85,8,0.6
3,4,85,9,0.5955
3,4,85,10,0.5843
3,4,85,11,0.5823
3,4,85,12,0.5869
3,4,85,13,0.5886
3,4,85,14,0.6153
3,4,85,15,0.5833
3,4,85,16,0.5824
3,4,86,0,0.3982
3,4,86,1,0.3964
3,4,86,2,0.4093
3,4,86,3,0.404
3,4,86,4,0.3852
3,4,86,5,0.3948
3,4,86,6,0.409
3,4,86,7,0.3954
3,4,86,8,0.4021
3,4,86,9,0.3978
3,4,86,10,0.3883
3,4,86,11,0.3885
3,4,86,12,0.4017
3,4,86,13,0.3916
3,4,86,14,0.4129
3,4,86,15,0.3898
3,4,86,16,0.394
4,1,1,0,0.9468
4,1,1,1,0.9419
4,1,1,2,0.9674
4,1,1,3,0.9632
4,1,1,4,0.9158
4,1,1,5,0.9317
4,1,1,6,0.9549
4,1,1,7,0.9413
4,1,1,8,0.9492
4,1,1,9,0.9447
4,1,1,10,0.9301
4,1,1,11,0.9302
4,1,1,12,0.9408
4,1,1,13,0.9341
4,1,1,14,0.9747
4,1,1,15,0.928
4,1,1,16,0.9354
4,1,2,0,1.0299
4,1,2,1,1.0313
4,1,2,2,1.0512
4,1,2,3,1.0565
4,1,2,4,1.0013
4,1,2,5,1.0185
4,1,2,6,1.0352
4,1,2,7,1.0319
4,1,2,8,1.0366
4,1,2,9,1.0318
4,1,2,10,1.0187
4,1,2,11,1.0165
4,1,2,12,1.018
4,1,2,13,1.023
4,1,2,14,1.0635
4,1,2,15,1.0172
4,1,2,16,1.0197
4,1,3,0,0.9307
4,1,3,1,0.9344
4,1,3,2,0.948
4,1,3,3,0.9619
4,1,3,4,0.905
4,1,3,5,0.9175
4,1,3,6,0.946
4,1,3,7,0.9386
4,1,3,8,0.938
4,1,3,9,0.9396
4,1,3,10,0.9264
4,1,3,11,0.9277
4,1,3,12,0.9372
4,1,3,13,0.9278
4,1,3,14,0.9644
4,1,3,15,0.9294
4,1,3,16,0.9191
4,1,4,0,1.1308
4,1,4,1,1.1478
4,1,4,2,1.1581
4,1,4,3,1.1911
4,1,4,4,1.113
4,1,4,5,1.1219
4,1,4,6,1.1514
4,1,4,7,1.1594
4,1,4,8,1.1517
4,1,4,9,1.1558
4,1,4,10,1.1548
4,1,4,11,1.1445
4,1,4,12,1.1582
4,1,4,13,1.1537
4,1,4,14,1.178
4,1,4,15,1.1497
4,1,4,16,1.1173
4,1,5,0,1.1637
4,1,5,1,1.1823
4,1,5,2,1.1825
4,1,5,3,1.2085
4,1,5,4,1.1435
4,1,5,5,1.1498
4,1,5,6,1.1854
4,1,5,7,1.1824
4,1,5,8,1.1845
4,1,5,9,1.1806
4,1,5,10,1.1892
4,1,5,11,1.1785
4,1,5,12,1.1738
4,1,5,13,1.1857
4,1,5,14,1.2163
4,1,5,15,1.1762
4,1,5,16,1.1368
4,1,6,0,0.8202
4,1,6,1,0.8339
4,1,6,2,0.8328
4,1,6,3,0.8628
4,1,6,4,0.8382
4,1,6,5,0.7991
4,1,6,6,0.8502
4,1,6,7,0.831
4,1,6,8,0.8331
4,1,6,9,0.8356
4,1,6,10,0.8318
4,1,6,11,0.8244
4,1,6,12,0.8265
4,1,6,13,0.8324
4,1,6,14,0.8581
4,1,6,15,0.8263
4,1,6,16,0.7898
4,1,7,0,0.7743
4,1,7,1,0.7131
4,1,7,2,0.8583
4,1,7,3,0.8351
4,1,7,4,0.8183
4,1,7,5,0.7391
4,1,7,6,0.8189
4,1,7,7,0.6869
4,1,7,8,0.7401
4,1,7,9,0.777
4,1,7,10,0.8116
4,1,7,11,0.7435
4,1,7,12,0.781
4,1,7,13,0.7678
4,1,7,14,0.7672
4,1,7,15,0.7409
4,1,7,16,0.7673
4,1,8,0,0.8581
4,1,8,1,0.6218
4,1,8,2,0.7415
4,1,8,3,0.9323
4,1,8,4,0.7853
4,1,8,5,0.7126
4,1,8,6,0.6891
4,1,8,7,0.6424
4,1,8,8,0.7431
4,1,8,9,0.6721
4,1,8,10,0.778
4,1,8,11,0.6507
4,1,8,12,0.7855
4,1,8,13,0.6768
4,1,8,14,0.7655
4,1,8,15,0.6406
4,1,8,16,0.7401
4,1,9,0,1.4395
4,1,9,1,1.102
4,1,9,2,1.083
4,1,9,3,1.2534
4,1,9,4,1.1335
4,1,9,5,1.1007
4,1,9,6,1.0903
4,1,9,7,1.1494
4,1,9,8,1.1561
4,1,9,9,1.04
4,1,9,10,1.095
4,1,9,11,1.1401
4,1,9,12,1.1926
4,1,9,13,1.0859
4,1,9,14,1.1941
4,1,9,15,1.0859
4,1,9,16,1.1235
4,1,10,0,1.2495
4,1,10,1,1.2778
4,1,10,2,1.2808
4,1,10,3,1.1194
4,1,10,4,1.3058
4,1,10,5,1.3124
4,1,10,6,1.2716
4,1,10,7,1.2539
4,1,10,8,1.2874
4,1,10,9,1.2406
4,1,10,10,1.2784
4,1,10,11,1.3322
4,1,10,12,1.2649
4,1,10,13,1.2261
4,1,10,14,1.182
4,1,10,15,1.3313
4,1,10,16,1.2242
4,1,11,0,0.8362
4,1,11,1,0.9031
4,1,11,2,0.9309
4,1,11,3,0.9314
4,1,11,4,1.0056
4,1,11,5,0.9876
4,1,11,6,0.9782
4,1,11,7,0.9326
4,1,11,8,0.9613
4,1,11,9,0.9329
4,1,11,10,0.9292
4,1,11,11,0.9428
4,1,11,12,0.9744
4,1,11,13,0.9379
4,1,11,14,0.8709
4,1,11,15,0.9076
4,1,11,16,0.9175
4,1,12,0,0.6977
4,1,12,1,0.7394
4,1,12,2,0.7553
4,1,12,3,0.7646
4,1,12,4,0.8024
4,1,12,5,0.7676
4,1,12,6,0.7737
4,1,12,7,0.751
4,1,12,8,0.7598
4,1,12,9,0.7446
4,1,12,10,0.7379
4,1,12,11,0.7374
4,1,12,12,0.7325
4,1,12,13,0.7496
4,1,12,14,0.7218
4,1,12,15,0.7291
4,1,12,16,0.7792
4,1,13,0,0.8542
4,1,13,1,0.8836
4,1,13,2,0.9227
4,1,13,3,0.9319
4,1,13,4,0.9374
4,1,13,5,0.9092
4,1,13,6,0.9266
4,1,13,7,0.9007
4,1,13,8,0.9105
4,1,13,9,0.8863
4,1,13,10,0.8752
4,1,13,11,0.889
4,1,13,12,0.8748
4,1,13,13,0.905
4,1,13,14,0.8744
4,1,13,15,0.8763
4,1,13,16,0.9241
4,1,14,0,1.686
4,1,14,1,1.7126
4,1,14,2,1.7543
4,1,14,3,1.7587
4,1,14,4,1.7575
4,1,14,5,1.7467
4,1,14,6,1.7413
4,1,14,7,1.7218
4,1,14,8,1.755
4,1,14,9,1.7173
4,1,14,10,1.6966
4,1,14,11,1.6879
4,1,14,12,1.6889
4,1,14,13,1.7241
4,1,14,14,1.6982
4,1,14,15,1.6679
4,1,14,16,1.746
4,1,15,0,1.7067
4,1,15,1,1.7225
4,1,15,2,1.7622
4,1,15,3,1.7741
4,1,15,4,1.7175
4,1,15,5,1.6908
4,1,15,6,1.7793
4,1,15,7,1.7243
4,1,15,8,1.6999
4,1,15,9,1.6634
4,1,15,10,1.6935
4,1,15,11,1.7046
4,1,15,12,1.6226
4,1,15,13,1.8269
4,1,15,14,1.747
4,1,15,15,1.7414
4,1,15,16,1.6514
4,1,16,0,0.5919
4,1,16,1,0.6417
4,1,16,2,0.6354
4,1,16,3,0.5711
4,1,16,4,0.5779
4,1,16,5,0.5976
4,1,16,6,0.6132
4,1,16,7,0.627
4,1,16,8,0.6402
4,1,16,9,0.5499
4,1,16,10,0.6192
4,1,16,11,0.6003
4,1,16,12,0.5683
4,1,16,13,0.6037
4,1,16,14,0.6138
4,1,16,15,0.626
4,1,16,16,0.6233
4,1,17,0,0.5992
4,1,17,1,0.5695
4,1,17,2,0.5793
4,1,17,3,0.562
4,1,17,4,0.558
4,1,17,5,0.6454
4,1,17,6,0.5826
4,1,17,7,0.5896
4,1,17,8,0.691
4,1,17,9,0.5722
4,1,17,10,0.5965
4,1,17,11,0.608
4,1,17,12,0.6336
4,1,17,13,0.5563
4,1,17,14,0.5693
4,1,17,15,0.5818
4,1,17,16,0.6579
4,1,18,0,1.5683
4,1,18,1,1.5553
4,1,18,2,1.5514
4,1,18,3,1.5524
4,1,18,4,1.5192
4,1,18,5,1.6909
4,1,18,6,1.5411
4,1,18,7,1.5622
4,1,18,8,1.6759
4,1,18,9,1.5864
4,1,18,10,1.5618
4,1,18,11,1.5928
4,1,18,12,1.642
4,1,18,13,1.5043
4,1,18,14,1.5225
4,1,18,15,1.5388
4,1,18,16,1.6522
4,2,19,0,1.3696
4,2,19,1,1.361
4,2,19,2,1.3591
4,2,19,3,1.3655
4,2,19,4,1.3279
4,2,19,5,1.4347
4,2,19,6,1.3739
4,2,19,7,1.3618
4,2,19,8,1.4231
4,2,19,9,1.3669
4,2,19,10,1.3493
4,2,19,11,1.3679
4,2,19,12,1.3918
4,2,19,13,1.3166
4,2,19,14,1.3515
4,2,19,15,1.3381
4,2,19,16,1.4073
4,2,20,0,1.4476
4,2,20,1,1.4423
4,2,20,2,1.4532
4,2,20,3,1.4535
4,2,20,4,1.4171
4,2,20,5,1.5094
4,2,20,6,1.4654
4,2,20,7,1.4465
4,2,20,8,1.5179
4,2,20,9,1.4481
4,2,20,10,1.4541
4,2,20,11,1.4404
4,2,20,12,1.4835
4,2,20,13,1.3994
4,2,20,14,1.4477
4,2,20,15,1.4369
4,2,20,16,1.4727
4,2,21,0,0.6606
4,2,21,1,0.6352
4,2,21,2,0.6781
4,2,21,3,0.7458
4,2,21,4,0.6482
4,2,21,5,0.7011
4,2,21,6,0.626
4,2,21,7,0.6318
4,2,21,8,0.7187
4,2,21,9,0.6313
4,2,21,10,0.6828
4,2,21,11,0.6655
4,2,21,12,0.6879
4,2,21,13,0.6144
4,2,21,14,0.6324
4,2,21,15,0.6412
4,2,21,16,0.676
4,2,22,0,0.7187
4,2,22,1,0.7042
4,2,22,2,0.7165
4,2,22,3,0.8305
4,2,22,4,0.7044
4,2,22,5,0.7493
4,2,22,6,0.7668
4,2,22,7,0.7029
4,2,22,8,0.7512
4,2,22,9,0.6988
4,2,22,10,0.7402
4,2,22,11,0.7307
4,2,22,12,0.7206
4,2,22,13,0.696
4,2,22,14,0.6871
4,2,22,15,0.7157
4,2,22,16,0.7852
4,2,23,0,1.0722
4,2,23,1,1.0968
4,2,23,2,1.1161
4,2,23,3,1.1844
4,2,23,4,1.0704
4,2,23,5,1.1477
4,2,23,6,1.208
4,2,23,7,1.0806
4,2,23,8,1.1224
4,2,23,9,1.0674
4,2,23,10,1.1066
4,2,23,11,1.1046
4,2,23,12,1.0851
4,2,23,13,1.0841
4,2,23,14,1.0701
4,2,23,15,1.0955
4,2,23,16,1.139
4,2,24,0,1.2212
4,2,24,1,1.275
4,2,24,2,1.2045
4,2,24,3,1.2723
4,2,24,4,1.1558
4,2,24,5,1.2249
4,2,24,6,1.2777
4,2,24,7,1.1763
4,2,24,8,1.2157
4,2,24,9,1.1647
4,2,24,10,1.1995
4,2,24,11,1.196
4,2,24,12,1.2085
4,2,24,13,1.2386
4,2,24,14,1.1732
4,2,24,15,1.1891
4,2,24,16,1.2073
4,2,25,0,1.1125
4,2,25,1,1.1535
4,2,25,2,1.1084
4,2,25,3,1.1571
4,2,25,4,1.0554
4,2,25,5,1.11
4,2,25,6,1.1581
4,2,25,7,1.0749
4,2,25,8,1.1095
4,2,25,9,1.0647
4,2,25,10,1.0897
4,2,25,11,1.0837
4,2,25,12,1.1127
4,2,25,13,1.1109
4,2,25,14,1.0849
4,2,25,15,1.0892
4,2,25,16,1.1155
4,2,26,0,1.2674
4,2,26,1,1.2972
4,2,26,2,1.2537
4,2,26,3,1.3171
4,2,26,4,1.2071
4,2,26,5,1.2725
4,2,26,6,1.3044
4,2,26,7,1.2345
4,2,26,8,1.2616
4,2,26,9,1.2254
4,2,26,10,1.2517
4,2,26,11,1.2484
4,2,26,12,1.2533
4,2,26,13,1.264
4,2,26,14,1.2438
4,2,26,15,1.2436
4,2,26,16,1.252
4,2,27,0,1.3787
4,2,27,1,1.4001
4,2,27,2,1.401
4,2,27,3,1.4255
4,2,27,4,1.3209
4,2,27,5,1.376
4,2,27,6,1.4064
4,2,27,7,1.3452
4,2,27,8,1.3692
4,2,27,9,1.3369
4,2,27,10,1.3572
4,2,27,11,1.354
4,2,27,12,1.3529
4,2,27,13,1.3698
4,2,27,14,1.3614
4,2,27,15,1.35
4,2,27,16,1.3614
4,2,28,0,1.0301
4,2,28,1,1.0378
4,2,28,2,1.0537
4,2,28,3,1.0596
4,2,28,4,1.0248
4,2,28,5,1.0369
4,2,28,6,1.0423
4,2,28,7,1.005
4,2,28,8,1.0193
4,2,28,9,0.9999
4,2,28,10,1.0129
4,2,28,11,1.007
4,2,28,12,1.038
4,2,28,13,1.0228
4,2,28,14,1.0199
4,2,28,15,1.0077
4,2,28,16,1.0132
4,2,29,0,0.4582
4,2,29,1,0.4147
4,2,29,2,0.4471
4,2,29,3,0.4267
4,2,29,4,0.4654
4,2,29,5,0.4689
4,2,29,6,0.4528
4,2,29,7,0.4459
4,2,29,8,0.4078
4,2,29,9,0.4455
4,2,29,10,0.4792
4,2,29,11,0.4088
4,2,29,12,0.4675
4,2,29,13,0.4812
4,2,29,14,0.4518
4,2,29,15,0.4479
4,2,29,16,0.4124
4,2,30,0,0.5952
4,2,30,1,0.617
4,2,30,2,0.626
4,2,30,3,0.5983
4,2,30,4,0.6376
4,2,30,5,0.6688
4,2,30,6,0.6138
4,2,30,7,0.667
4,2,30,8,0.5565
4,2,30,9,0.6619
4,2,30,10,0.696
4,2,30,11,0.5866
4,2,30,12,0.6226
4,2,30,13,0.7181
4,2,30,14,0.6841
4,2,30,15,0.6667
4,2,30,16,0.6308
4,2,31,0,0.6854
4,2,31,1,0.7392
4,2,31,2,0.7169
4,2,31,3,0.7157
4,2,31,4,0.7079
4,2,31,5,0.7213
4,2,31,6,0.6384
4,2,31,7,0.6705
4,2,31,8,0.6846
4,2,31,9,0.6926
4,2,31,10,0.7611
4,2,31,11,0.7148
4,2,31,12,0.7032
4,2,31,13,0.6931
4,2,31,14,0.6695
4,2,31,15,0.7012
4,2,31,16,0.7091
4,2,32,0,1.01
4,2,32,1,1.0196
4,2,32,2,1.1643
4,2,32,3,1.0579
4,2,32,4,1.0744
4,2,32,5,1.0704
4,2,32,6,1.0529
4,2,32,7,1.001
4,2,32,8,1.1743
4,2,32,9,0.9816
4,2,32,10,1.1177
4,2,32,11,1.1049
4,2,32,12,1.0579
4,2,32,13,0.9734
4,2,32,14,0.9732
4,2,32,15,1.0289
4,2,32,16,1.0492
4,2,33,0,2.1979
4,2,33,1,2.225
4,2,33,2,2.4457
4,2,33,3,2.2283
4,2,33,4,2.2894
4,2,33,5,2.2357
4,2,33,6,2.2506
4,2,33,7,2.2022
4,2,33,8,2.3418
4,2,33,9,2.1571
4,2,33,10,2.2269
4,2,33,11,2.2534
4,2,33,12,2.2759
4,2,33,13,2.136
4,2,33,14,2.252
4,2,33,15,2.1826
4,2,33,16,2.2482
4,3,34,0,1.85
4,3,34,1,1.8554
4,3,34,2,1.9642
4,3,34,3,1.8796
4,3,34,4,1.8898
4,3,34,5,1.8508
4,3,34,6,1.8664
4,3,34,7,1.8433
4,3,34,8,1.9125
4,3,34,9,1.8186
4,3,34,10,1.8435
4,3,34,11,1.8546
4,3,34,12,1.8542
4,3,34,13,1.7927
4,3,34,14,1.9483
4,3,34,15,1.8187
4,3,34,16,1.8659
4,3,35,0,1.1047
4,3,35,1,1.1057
4,3,35,2,1.1568
4,3,35,3,1.1248
4,3,35,4,1.1199
4,3,35,5,1.0984
4,3,35,6,1.1104
4,3,35,7,1.1004
4,3,35,8,1.1296
4,3,35,9,1.0893
4,3,35,10,1.0961
4,3,35,11,1.1008
4,3,35,12,1.0889
4,3,35,13,1.0659
4,3,35,14,1.1534
4,3,35,15,1.0857
4,3,35,16,1.11
4,3,36,0,1.4107
4,3,36,1,1.4117
4,3,36,2,1.469
4,3,36,3,1.4397
4,3,36,4,1.4227
4,3,36,5,1.3848
4,3,36,6,1.4165
4,3,36,7,1.4067
4,3,36,8,1.4355
4,3,36,9,1.3954
4,3,36,10,1.3987
4,3,36,11,1.4036
4,3,36,12,1.3861
4,3,36,13,1.3628
4,3,36,14,1.4688
4,3,36,15,1.388
4,3,36,16,1.4158
4,3,37,0,0.871
4,3,37,1,0.8769
4,3,37,2,0.9052
4,3,37,3,0.8901
4,3,37,4,0.8946
4,3,37,5,0.8757
4,3,37,6,0.8841
4,3,37,7,0.8727
4,3,37,8,0.9154
4,3,37,9,0.8661
4,3,37,10,0.8901
4,3,37,11,0.8719
4,3,37,12,0.8875
4,3,37,13,0.9567
4,3,37,14,0.9045
4,3,37,15,0.8624
4,3,37,16,0.8738
4,3,38,0,0.4581
4,3,38,1,0.484
4,3,38,2,0.4607
4,3,38,3,0.4681
4,3,38,4,0.5095
4,3,38,5,0.4696
4,3,38,6,0.4965
4,3,38,7,0.4586
4,3,38,8,0.5103
4,3,38,9,0.4643
4,3,38,10,0.5077
4,3,38,11,0.4764
4,3,38,12,0.4782
4,3,38,13,0.529
4,3,38,14,0.4796
4,3,38,15,0.4643
4,3,38,16,0.458
4,3,39,0,0.3201
4,3,39,1,0.3385
4,3,39,2,0.321
4,3,39,3,0.3247
4,3,39,4,0.3567
4,3,39,5,0.3382
4,3,39,6,0.3514
4,3,39,7,0.3275
4,3,39,8,0.3507
4,3,39,9,0.3258
4,3,39,10,0.3851
4,3,39,11,0.3387
4,3,39,12,0.3277
4,3,39,13,0.3558
4,3,39,14,0.3294
4,3,39,15,0.3264
4,3,39,16,0.3253
4,3,40,0,1.1102
4,3,40,1,1.1524
4,3,40,2,1.1721
4,3,40,3,1.129
4,3,40,4,1.2339
4,3,40,5,1.1863
4,3,40,6,1.164
4,3,40,7,1.1426
4,3,40,8,1.19
4,3,40,9,1.122
4,3,40,10,1.274
4,3,40,11,1.1893
4,3,40,12,1.1121
4,3,40,13,1.1984
4,3,40,14,1.1407
4,3,40,15,1.1573
4,3,40,16,1.1151
4,3,41,0,0.7187
4,3,41,1,0.7463
4,3,41,2,0.7663
4,3,41,3,0.7291
4,3,41,4,0.7637
4,3,41,5,0.7476
4,3,41,6,0.7684
4,3,41,7,0.7381
4,3,41,8,0.7501
4,3,41,9,0.7319
4,3,41,10,0.813
4,3,41,11,0.7843
4,3,41,12,0.7355
4,3,41,13,0.7395
4,3,41,14,0.7187
4,3,41,15,0.8579
4,3,41,16,0.7563
4,3,42,0,0.964
4,3,42,1,0.9922
4,3,42,2,1.0132
4,3,42,3,0.9853
4,3,42,4,1.0404
4,3,42,5,1.0137
4,3,42,6,1.0157
4,3,42,7,0.989
4,3,42,8,1.0144
4,3,42,9,0.9764
4,3,42,10,1.0779
4,3,42,11,1.0329
4,3,42,12,0.974
4,3,42,13,1.0092
4,3,42,14,0.9906
4,3,42,15,1.1391
4,3,42,16,1.0004
4,3,43,0,0.9874
4,3,43,1,1.0125
4,3,43,2,1.0338
4,3,43,3,1.0108
4,3,43,4,1.0562
4,3,43,5,1.0238
4,3,43,6,1.033
4,3,43,7,1.0093
4,3,43,8,1.0468
4,3,43,9,1.0005
4,3,43,10,1.0726
4,3,43,11,1.0391
4,3,43,12,0.9873
4,3,43,13,1.0179
4,3,43,14,1.0169
4,3,43,15,1.1103
4,3,43,16,1.0166
4,3,44,0,1.1564
4,3,44,1,1.1767
4,3,44,2,1.2029
4,3,44,3,1.1805
4,3,44,4,1.2226
4,3,44,5,1.1751
4,3,44,6,1.1963
4,3,44,7,1.1733
4,3,44,8,1.2153
4,3,44,9,1.1643
4,3,44,10,1.2247
4,3,44,11,1.1964
4,3,44,12,1.1623
4,3,44,13,1.1774
4,3,44,14,1.1862
4,3,44,15,1.2638
4,3,44,16,1.1588
4,3,45,0,0.8628
4,3,45,1,0.8737
4,3,45,2,0.8947
4,3,45,3,0.8793
4,3,45,4,0.8998
4,3,45,5,0.865
4,3,45,6,0.8863
4,3,45,7,0.8707
4,3,45,8,0.8992
4,3,45,9,0.8658
4,3,45,10,0.8891
4,3,45,11,0.8803
4,3,45,12,0.8636
4,3,45,13,0.8737
4,3,45,14,0.8839
4,3,45,15,0.9211
4,3,45,16,0.8614
4,3,46,0,0.9427
4,3,46,1,0.9495
4,3,46,2,0.9737
4,3,46,3,0.9591
4,3,46,4,0.9627
4,3,46,5,0.9339
4,3,46,6,0.9624
4,3,46,7,0.9468
4,3,46,8,0.9748
4,3,46,9,0.9429
4,3,46,10,0.9678
4,3,46,11,0.9556
4,3,46,12,0.9394
4,3,46,13,0.9498
4,3,46,14,0.9633
4,3,46,15,0.9941
4,3,46,16,0.9384
4,3,47,0,0.7625
4,3,47,1,0.7515
4,3,47,2,0.7711
4,3,47,3,0.7586
4,3,47,4,0.7741
4,3,47,5,0.736
4,3,47,6,0.7625
4,3,47,7,0.7483
4,3,47,8,0.7712
4,3,47,9,0.7745
4,3,47,10,0.7789
4,3,47,11,0.766
4,3,47,12,0.7455
4,3,47,13,0.7571
4,3,47,14,0.764
4,3,47,15,0.7879
4,3,47,16,0.7416
4,3,48,0,0.7639
4,3,48,1,0.6325
4,3,48,2,0.6846
4,3,48,3,0.6694
4,3,48,4,0.6859
4,3,48,5,0.6659
4,3,48,6,0.6462
4,3,48,7,0.6545
4,3,48,8,0.634
4,3,48,9,0.7911
4,3,48,10,0.7507
4,3,48,11,0.7161
4,3,48,12,0.6725
4,3,48,13,0.7217
4,3,48,14,0.6499
4,3,48,15,0.7319
4,3,48,16,0.6359
4,3,49,0,0.9033
4,3,49,1,0.7396
4,3,49,2,0.7987
4,3,49,3,0.7554
4,3,49,4,0.7851
4,3,49,5,0.7636
4,3,49,6,0.6524
4,3,49,7,0.7614
4,3,49,8,0.7207
4,3,49,9,0.9077
4,3,49,10,0.9469
4,3,49,11,0.8242
4,3,49,12,0.7569
4,3,49,13,0.8422
4,3,49,14,0.7373
4,3,49,15,0.8876
4,3,49,16,0.7496
4,3,50,0,0.8604
4,3,50,1,0.7061
4,3,50,2,0.7818
4,3,50,3,0.7243
4,3,50,4,0.7658
4,3,50,5,0.8166
4,3,50,6,0.6505
4,3,50,7,0.7526
4,3,50,8,0.7409
4,3,50,9,0.8124
4,3,50,10,0.9297
4,3,50,11,0.7523
4,3,50,12,0.7073
4,3,50,13,0.8145
4,3,50,14,0.6858
4,3,50,15,0.9232
4,3,50,16,0.722
4,3,51,0,0.8045
4,3,51,1,0.7076
4,3,51,2,0.7074
4,3,51,3,0.8462
4,3,51,4,0.8233
4,3,51,5,0.8207
4,3,51,6,0.8556
4,3,51,7,0.6445
4,3,51,8,0.7899
4,3,51,9,0.7487
4,3,51,10,0.825
4,3,51,11,0.7993
4,3,51,12,0.7283
4,3,51,13,0.8539
4,3,51,14,0.6926
4,3,51,15,0.9705
4,3,51,16,0.8406
4,3,52,0,0.3012
4,3,52,1,0.3168
4,3,52,2,0.2935
4,3,52,3,0.4505
